,timestamp_local,DEP_DELAY,app_temp,azimuth,clouds,dewpt,dhi,dni,elev_angle,ghi,pod,precip_rate,pres,revision_status,rh,slp,snow_rate,solar_rad,temp,timestamp_utc,ts,uv,vis,weather/description,weather/code,weather/icon,wind_dir,wind_gust_spd,wind_spd
0,2018-01-01T15:15:00,-5.0,-14.9,210.66,0,-22.5,76.57,722.62,20.0,318.9,d,0.0,636.96204,final,46,1025.0,0.0,319,-13.3,2018-01-01T09:15:00,1514798100,1.8,16,Clear Sky,800,c01d,125,0.8,0.8
1,2018-01-01T15:15:00,36.0,-14.9,210.66,0,-22.5,76.57,722.62,20.0,318.9,d,0.0,636.96204,final,46,1025.0,0.0,319,-13.3,2018-01-01T09:15:00,1514798100,1.8,16,Clear Sky,800,c01d,125,0.8,0.8
2,2018-01-01T15:15:00,47.0,-14.9,210.66,0,-22.5,76.57,722.62,20.0,318.9,d,0.0,636.96204,final,46,1025.0,0.0,319,-13.3,2018-01-01T09:15:00,1514798100,1.8,16,Clear Sky,800,c01d,125,0.8,0.8
3,2018-01-01T15:15:00,28.0,-14.9,210.66,0,-22.5,76.57,722.62,20.0,318.9,d,0.0,636.96204,final,46,1025.0,0.0,319,-13.3,2018-01-01T09:15:00,1514798100,1.8,16,Clear Sky,800,c01d,125,0.8,0.8
4,2018-01-01T15:15:00,7.0,-14.9,210.66,0,-22.5,76.57,722.62,20.0,318.9,d,0.0,636.96204,final,46,1025.0,0.0,319,-13.3,2018-01-01T09:15:00,1514798100,1.8,16,Clear Sky,800,c01d,125,0.8,0.8
5,2018-01-01T15:15:00,-7.0,-14.9,210.66,0,-22.5,76.57,722.62,20.0,318.9,d,0.0,636.96204,final,46,1025.0,0.0,319,-13.3,2018-01-01T09:15:00,1514798100,1.8,16,Clear Sky,800,c01d,125,0.8,0.8
6,2018-01-01T15:15:00,58.0,-14.9,210.66,0,-22.5,76.57,722.62,20.0,318.9,d,0.0,636.96204,final,46,1025.0,0.0,319,-13.3,2018-01-01T09:15:00,1514798100,1.8,16,Clear Sky,800,c01d,125,0.8,0.8
7,2018-01-01T15:15:00,70.0,-14.9,210.66,0,-22.5,76.57,722.62,20.0,318.9,d,0.0,636.96204,final,46,1025.0,0.0,319,-13.3,2018-01-01T09:15:00,1514798100,1.8,16,Clear Sky,800,c01d,125,0.8,0.8
8,2018-01-01T15:15:00,11.0,-14.9,210.66,0,-22.5,76.57,722.62,20.0,318.9,d,0.0,636.96204,final,46,1025.0,0.0,319,-13.3,2018-01-01T09:15:00,1514798100,1.8,16,Clear Sky,800,c01d,125,0.8,0.8
9,2018-01-01T08:30:00,-3.0,-23.3,120.44,26,-27.0,15.9,145.76,-0.72,21.9,d,0.0,630.1231,final,52,1025.5,0.0,22,-19.6,2018-01-01T02:30:00,1514773800,0.0,16,Scattered clouds,802,c02n,115,1.2,1.2
10,2018-01-01T08:30:00,14.0,-23.3,120.44,26,-27.0,15.9,145.76,-0.72,21.9,d,0.0,630.1231,final,52,1025.5,0.0,22,-19.6,2018-01-01T02:30:00,1514773800,0.0,16,Scattered clouds,802,c02n,115,1.2,1.2
11,2018-01-01T08:30:00,0.0,-23.3,120.44,26,-27.0,15.9,145.76,-0.72,21.9,d,0.0,630.1231,final,52,1025.5,0.0,22,-19.6,2018-01-01T02:30:00,1514773800,0.0,16,Scattered clouds,802,c02n,115,1.2,1.2
12,2018-01-01T08:30:00,3.0,-23.3,120.44,26,-27.0,15.9,145.76,-0.72,21.9,d,0.0,630.1231,final,52,1025.5,0.0,22,-19.6,2018-01-01T02:30:00,1514773800,0.0,16,Scattered clouds,802,c02n,115,1.2,1.2
13,2018-01-01T08:30:00,14.0,-23.3,120.44,26,-27.0,15.9,145.76,-0.72,21.9,d,0.0,630.1231,final,52,1025.5,0.0,22,-19.6,2018-01-01T02:30:00,1514773800,0.0,16,Scattered clouds,802,c02n,115,1.2,1.2
14,2018-01-01T08:30:00,18.0,-23.3,120.44,26,-27.0,15.9,145.76,-0.72,21.9,d,0.0,630.1231,final,52,1025.5,0.0,22,-19.6,2018-01-01T02:30:00,1514773800,0.0,16,Scattered clouds,802,c02n,115,1.2,1.2
15,2018-01-01T08:30:00,-2.0,-23.3,120.44,26,-27.0,15.9,145.76,-0.72,21.9,d,0.0,630.1231,final,52,1025.5,0.0,22,-19.6,2018-01-01T02:30:00,1514773800,0.0,16,Scattered clouds,802,c02n,115,1.2,1.2
16,2018-01-01T08:30:00,33.0,-23.3,120.44,26,-27.0,15.9,145.76,-0.72,21.9,d,0.0,630.1231,final,52,1025.5,0.0,22,-19.6,2018-01-01T02:30:00,1514773800,0.0,16,Scattered clouds,802,c02n,115,1.2,1.2
17,2018-01-01T08:30:00,-6.0,-23.3,120.44,26,-27.0,15.9,145.76,-0.72,21.9,d,0.0,630.1231,final,52,1025.5,0.0,22,-19.6,2018-01-01T02:30:00,1514773800,0.0,16,Scattered clouds,802,c02n,115,1.2,1.2
18,2018-01-01T08:30:00,-2.0,-23.3,120.44,26,-27.0,15.9,145.76,-0.72,21.9,d,0.0,630.1231,final,52,1025.5,0.0,22,-19.6,2018-01-01T02:30:00,1514773800,0.0,16,Scattered clouds,802,c02n,115,1.2,1.2
19,2018-01-01T08:30:00,0.0,-23.3,120.44,26,-27.0,15.9,145.76,-0.72,21.9,d,0.0,630.1231,final,52,1025.5,0.0,22,-19.6,2018-01-01T02:30:00,1514773800,0.0,16,Scattered clouds,802,c02n,115,1.2,1.2
20,2018-01-01T08:30:00,-5.0,-23.3,120.44,26,-27.0,15.9,145.76,-0.72,21.9,d,0.0,630.1231,final,52,1025.5,0.0,22,-19.6,2018-01-01T02:30:00,1514773800,0.0,16,Scattered clouds,802,c02n,115,1.2,1.2
21,2018-01-01T08:30:00,2.0,-23.3,120.44,26,-27.0,15.9,145.76,-0.72,21.9,d,0.0,630.1231,final,52,1025.5,0.0,22,-19.6,2018-01-01T02:30:00,1514773800,0.0,16,Scattered clouds,802,c02n,115,1.2,1.2
22,2018-01-01T08:30:00,-4.0,-23.3,120.44,26,-27.0,15.9,145.76,-0.72,21.9,d,0.0,630.1231,final,52,1025.5,0.0,22,-19.6,2018-01-01T02:30:00,1514773800,0.0,16,Scattered clouds,802,c02n,115,1.2,1.2
23,2018-01-01T08:30:00,-4.0,-23.3,120.44,26,-27.0,15.9,145.76,-0.72,21.9,d,0.0,630.1231,final,52,1025.5,0.0,22,-19.6,2018-01-01T02:30:00,1514773800,0.0,16,Scattered clouds,802,c02n,115,1.2,1.2
24,2018-01-01T10:45:00,11.0,-21.0,145.43,3,-26.3,72.81,693.24,18.14,284.4,d,0.0,631.172,final,52,1026.0,0.0,284,-18.9,2018-01-01T04:45:00,1514781900,1.6,16,Few clouds,801,c02d,118,0.8,0.8
25,2018-01-01T10:45:00,4.0,-21.0,145.43,3,-26.3,72.81,693.24,18.14,284.4,d,0.0,631.172,final,52,1026.0,0.0,284,-18.9,2018-01-01T04:45:00,1514781900,1.6,16,Few clouds,801,c02d,118,0.8,0.8
26,2018-01-01T10:45:00,184.0,-21.0,145.43,3,-26.3,72.81,693.24,18.14,284.4,d,0.0,631.172,final,52,1026.0,0.0,284,-18.9,2018-01-01T04:45:00,1514781900,1.6,16,Few clouds,801,c02d,118,0.8,0.8
